Treatment,LD,Reading Decoding,Reading Fluency,Reading Comprehension
Intervention,Dyslexia,91.98369087,10.35644628,60.2331174
Intervention,Dyslexia,90.52651579,8.483709062,45.30776608
Control,Dyslexia,74.7393365,7.389439745,34.80965393
Intervention,Dyslexia,75.35928813,11.1432123,52.16253128
Control,Dyslexia,110.327163,13.28125651,48.50185279
Intervention,Normal,108.7238437,9.701360086,56.71870817
Control,Dyslexia,81.88386425,5.157856529,37.14338603
Intervention,Normal,106.1165108,10.85152028,61.06447318
Intervention,Dyslexia,101.37321,11.20461085,47.17828773
Control,Dyslexia,58.24452427,5.327740021,23.18722552
Intervention,Normal,86.01772609,10.0005104,47.4510011
Control,Normal,92.35317055,8.015743767,49.04219838
Control,Dyslexia,67.84061786,7.855573978,28.32024251
Control,Normal,103.7522249,9.097214113,42.57197948
Intervention,Normal,87.08544204,13.48882534,47.83444644
Intervention,Normal,80.26402838,7.953887273,58.55100412
Control,Normal,96.41162932,9.523698385,48.20764658
Intervention,Normal,98.41151136,11.02626646,56.88967057
Control,Normal,95.75570805,8.942861109,47.65895232
Control,Dyslexia,71.02517669,8.646810851,44.53610517
Intervention,Normal,83.60145911,8.680209264,51.19478505
Control,Normal,105.2709635,6.896446255,40.5665218
Control,Normal,97.54143449,8.02060689,43.2123824
Intervention,Normal,128.5820524,14.6272151,72.7947261
Control,Normal,108.7400585,9.888378759,47.89652903
Intervention,Normal,87.21755248,11.95097288,57.7049182
Intervention,Normal,130.6878295,21.21462504,75.28299924
Control,Dyslexia,62.12977406,5.481119197,33.29436632
Intervention,Normal,133.3884611,11.82262839,62.43966166
Intervention,Dyslexia,76.10882313,10.50347453,51.44271465
Intervention,Dyslexia,75.7128091,7.596152846,36.91824214
Control,Dyslexia,90.5587435,9.210726111,45.54148316
Intervention,Dyslexia,110.97895,12.41726714,53.00000095
Intervention,Dyslexia,111.0609233,10.26690433,50.07933663
Control,Normal,93.66981782,10.34192698,45.34096971
Control,Dyslexia,84.78982474,8.547389076,32.852623
Intervention,Dyslexia,73.64947059,6.361441818,35.15063434
Intervention,Dyslexia,84.87577287,13.50810283,39.59307468
Intervention,Dyslexia,77.77691166,13.06689367,41.45207388
Intervention,Normal,90.15447495,7.187942012,48.75353396
Control,Dyslexia,78.42949256,10.12287489,40.97514317
Control,Normal,84.0586098,12.0663508,39.70301759
Intervention,Normal,121.5677888,9.394293933,65.55180791
Intervention,Dyslexia,90.91961411,13.12835579,47.26917821
Intervention,Dyslexia,96.04278898,9.055770036,51.1808728
Control,Dyslexia,96.95312176,10.08639567,46.2344349
Intervention,Dyslexia,79.0983611,6.774768192,27.18261627
Intervention,Dyslexia,80.32831716,1.137849289,28.73806653
Control,Normal,120.5432819,12.94335507,68.20786637
Control,Normal,96.3583493,10.10520677,44.89841917
Intervention,Normal,113.4289417,15.55682475,67.63074797
Control,Dyslexia,56.2763694,4.273472262,25.03958847
Intervention,Dyslexia,75.03076028,9.637831386,38.76573986
Intervention,Normal,101.5641971,12.90171848,64.96479796
Intervention,Normal,92.73751511,7.9342512,46.73955082
Intervention,Normal,114.24382,15.30972801,72.22747239
Intervention,Dyslexia,81.40695836,9.219999425,50.02825804
Intervention,Dyslexia,68.51568846,6.705539176,34.6840799
Control,Dyslexia,84.47090507,6.516193194,38.22410451
Control,Normal,88.3169627,8.230218003,39.81293144
Intervention,Dyslexia,103.4068929,14.78290882,47.74549206
Control,Dyslexia,103.2625711,15.74483743,52.85132201
Intervention,Normal,94.5537359,12.15505663,62.78080774
Control,Dyslexia,86.09028137,8.327426615,45.16082003
Control,Dyslexia,83.8734512,3.41038047,35.99568707
Control,Normal,119.7102809,9.560918177,51.29456222
Control,Normal,100.8008753,10.85607654,54.00118319
Control,Dyslexia,58.61331412,3.45282431,34.21920486
Control,Dyslexia,64.20970513,7.837651467,36.7197089
Intervention,Dyslexia,81.92528352,9.373121233,39.79077888
Control,Normal,93.94216995,8.788691842,42.72892204
Control,Normal,103.9953271,8.726632906,45.90877238
Control,Dyslexia,80.7153525,6.521276816,41.01434104
Control,Dyslexia,97.72381064,7.029916726,41.05774915
Intervention,Dyslexia,90.84905002,14.17323016,60.64791685
Intervention,Normal,114.3804878,13.40025529,54.51970175
Control,Dyslexia,105.4434063,7.049359796,46.14225883
Control,Normal,86.09796287,10.03433648,53.89528482
Control,Dyslexia,77.04487837,11.1513061,47.30710118
Control,Dyslexia,56.25326385,8.967533745,37.45946799
Control,Normal,91.00903889,9.80094391,44.78339342
Control,Dyslexia,85.85374014,5.720152208,48.56333374
Intervention,Dyslexia,84.77710433,8.088074102,37.87618431
Control,Dyslexia,61.9793088,13.73453671,39.12565288
Intervention,Dyslexia,93.90091952,10.47377241,47.65211182
Intervention,Normal,86.90370323,11.01236003,57.18649542
Intervention,Normal,93.51832738,10.2291307,50.16251507
Intervention,Normal,128.5337391,15.31086497,63.56278552
Control,Normal,110.965561,11.00732775,52.81306445
Control,Dyslexia,62.24504571,1.773892509,31.35383701
Intervention,Normal,99.28869422,9.324439118,54.03689652
Intervention,Dyslexia,103.9800285,14.35360356,50.50509319
Intervention,Normal,99.17968031,13.93386683,55.15665258
Intervention,Dyslexia,90.12200058,8.793236627,42.35396506
Control,Dyslexia,101.2027081,10.12110267,52.26346225
Intervention,Dyslexia,51.67191074,4.9449597,34.43537166
Intervention,Dyslexia,91.23902488,7.390933246,47.69919941
Control,Dyslexia,79.67927177,13.86107123,35.76930187
Intervention,Dyslexia,85.28067204,9.046369932,44.14778543
Control,Dyslexia,66.1393115,6.179289256,35.76221975
Intervention,Dyslexia,76.68480888,6.567658959,48.93029432
Intervention,Dyslexia,99.00238191,9.662931024,50.19707571
Control,Normal,83.32310343,9.685791167,47.64436338
Intervention,Normal,96.87208681,13.47643325,56.220255
Control,Normal,119.7904024,8.361900637,56.56677871
Control,Dyslexia,93.17026437,12.10603538,35.91487261
Intervention,Normal,90.23889423,6.74099695,46.33868845
Control,Normal,105.3273297,9.225216217,44.78570757
Control,Dyslexia,93.05979832,10.48268712,31.63773288
Intervention,Dyslexia,79.64982765,13.27251984,36.89443487
Control,Dyslexia,92.93076284,6.701931457,42.18827476
Control,Normal,99.30226002,12.70121585,44.23332703
Intervention,Normal,115.6798704,13.9793561,60.06589548
Intervention,Normal,98.87820721,9.679377558,54.50594543
Control,Normal,108.530216,8.760713176,56.18287223
Intervention,Normal,88.98747881,10.82249254,52.19914828
Control,Normal,111.3860973,14.05332912,54.42851051
Intervention,Normal,118.7190682,12.16470967,59.21562714
Control,Dyslexia,71.02933057,6.212731898,31.04894836
Intervention,Normal,79.63818751,12.45207707,54.09837607
Intervention,Normal,96.21977128,12.20622497,48.22432039
Intervention,Normal,105.4203474,8.111626751,57.21899278
Control,Normal,88.19299679,9.616339894,41.73358952
Control,Dyslexia,85.72260513,8.505024195,33.85136653
Control,Dyslexia,77.04720232,7.007285123,37.69581957
Intervention,Dyslexia,102.1386421,10.74332823,45.67253036
Intervention,Dyslexia,90.15896322,15.23047387,43.65513048
Control,Dyslexia,83.84545013,14.25591398,38.9807884
Intervention,Dyslexia,87.71661847,5.735005905,55.87796887
Control,Normal,98.66764709,3.872035249,31.48969232
Control,Normal,91.6965078,12.70671512,48.86489317
Control,Dyslexia,74.73794527,10.95133931,46.37432633
Control,Dyslexia,85.49203411,6.904617372,51.02161755
Intervention,Dyslexia,74.82545049,7.655811901,33.28134972
Control,Normal,107.4369062,9.637585165,51.46059033
Intervention,Dyslexia,95.45400997,12.04143727,49.67215614
Intervention,Normal,75.09635697,9.178186754,43.08129414
Control,Dyslexia,63.97626989,2.305985086,36.26368325
Intervention,Normal,94.25845524,8.342239215,63.50929606
Intervention,Normal,84.99416816,10.5989374,57.66050512
Control,Normal,105.6915163,12.10318958,49.27093733
Intervention,Normal,121.9800543,12.90043019,62.97636403
Intervention,Normal,101.3784194,10.42770805,61.79410369
Intervention,Dyslexia,95.73039617,4.80228117,48.06065095
Control,Normal,95.17463103,10.26335901,57.7487984
Intervention,Dyslexia,87.50311418,11.18656164,41.85394388
Intervention,Normal,107.6826227,10.84867018,58.30664001
Control,Normal,104.8140477,8.383987101,47.69159354
Intervention,Normal,98.37190078,11.42436443,57.89135752
Control,Normal,96.78293619,9.039072227,47.9238324
Control,Dyslexia,57.27297177,8.125336241,29.61490958
Intervention,Dyslexia,80.63130478,9.549944691,47.16962884
Intervention,Dyslexia,67.54533803,7.632773078,38.80495413
Control,Dyslexia,61.89431041,0.819052998,33.535902
Intervention,Normal,90.83635567,12.67705977,47.67140629
Intervention,Normal,133.8322498,15.83483025,71.54105339
Intervention,Dyslexia,92.77757938,13.59023881,45.54308261
Control,Normal,95.0511165,8.678293564,47.19862345
Intervention,Normal,95.59916103,11.37892653,50.14897007
Control,Normal,90.10531817,8.856123419,52.41567921
Intervention,Dyslexia,85.45273852,8.239054824,44.55059844
Intervention,Dyslexia,91.98734446,11.50346411,44.13818202
Intervention,Dyslexia,89.49826674,11.75261232,44.25249678
Intervention,Dyslexia,104.5750696,12.48427243,49.36791708
Control,Normal,90.43393114,5.764152262,34.85371216
Intervention,Dyslexia,84.17166226,5.52128414,45.21234688
Control,Normal,102.6897634,12.45099301,58.9946978
Control,Dyslexia,86.04751004,4.433130872,44.94585643
Intervention,Dyslexia,102.2967173,10.70829575,50.66765785
Intervention,Dyslexia,91.74183018,8.694611161,56.62187367
Control,Dyslexia,76.29221892,9.095064923,46.21042163
Intervention,Dyslexia,83.45072221,9.597984534,47.20268288
Intervention,Normal,105.7005239,11.41928086,52.63513348
Intervention,Dyslexia,82.14717068,11.43584564,45.70113321
Control,Dyslexia,74.38447361,7.057258782,43.8832276
Control,Normal,103.1973265,6.794525665,40.89278127
Control,Dyslexia,72.04197589,10.25578839,43.88547083
Control,Normal,94.1968121,5.449545912,37.0596065
Intervention,Normal,105.0575711,14.16258559,57.74061591
Control,Dyslexia,58.26485259,7.238911123,44.12010324
Control,Normal,98.70064221,8.803097282,56.0439531
Control,Dyslexia,81.51743599,8.29970902,41.7128364
Control,Normal,111.9629185,10.61701463,52.14569675
Control,Normal,111.9262783,8.646546715,54.43515751
Control,Normal,110.0609107,8.661329828,44.97152077
Control,Dyslexia,78.55072081,8.797388815,48.39528729
Intervention,Normal,106.3353633,7.387972344,49.00048195
Control,Normal,92.37532548,9.067708586,42.44079825
Control,Dyslexia,90.17116961,7.765552467,33.53974196
Control,Dyslexia,92.05853103,12.49345086,32.4709849
Intervention,Dyslexia,97.27659489,12.68378518,59.61235237
Intervention,Normal,92.29634165,10.47729301,54.34177648
Control,Dyslexia,78.87848023,10.19536888,47.05309884
Intervention,Normal,99.10115844,13.57005518,54.09772787
Intervention,Dyslexia,110.4911733,7.92935644,54.10660187
Control,Dyslexia,66.60098033,8.351594933,32.23902181
Control,Dyslexia,75.62666517,6.435941593,29.53562726
Control,Normal,113.0751704,10.67164015,47.703883
Intervention,Dyslexia,64.75545108,5.175061747,36.38150876
Intervention,Normal,95.86467415,14.3327116,60.66366032
Intervention,Dyslexia,92.48472097,10.64013162,49.08074571
Intervention,Dyslexia,73.52178739,8.843553526,45.42360204
Control,Normal,107.9891862,16.13773885,41.27924443
Control,Normal,82.74395821,2.612648632,39.99447483
Intervention,Dyslexia,92.2874298,10.18972835,39.8630482
Control,Dyslexia,126.4836164,14.03734543,67.72110694
Intervention,Dyslexia,109.8252701,16.45260752,46.63699112
Intervention,Dyslexia,78.89623842,11.20357285,40.34032644
Intervention,Normal,118.3031581,10.22070648,61.50530659
Control,Dyslexia,84.73202181,-1.117136179,36.6783265
Control,Dyslexia,59.97561828,4.489553276,32.53991426
Intervention,Normal,90.68008665,9.902188519,53.77445645
Intervention,Dyslexia,117.721651,10.89576735,51.72451612
Intervention,Normal,93.14065528,11.34172453,53.38829143
Control,Normal,114.7299261,10.43092722,54.17013231
Control,Dyslexia,84.97871198,9.46115569,50.54605853
Control,Dyslexia,73.1920006,10.98428143,32.32124909
Control,Dyslexia,97.35049636,8.089348234,53.01235729
Intervention,Dyslexia,104.7477724,7.729532912,45.87914616
Control,Normal,87.54106463,10.91867494,37.54244709
Control,Normal,99.65562392,11.99879247,57.46473038
Intervention,Dyslexia,67.61088646,5.786966831,40.75493895
Intervention,Dyslexia,105.2242817,13.01133909,60.08190405
Intervention,Normal,107.8035194,13.31181047,66.21179197
Control,Dyslexia,60.69848063,9.180464369,27.7265821
Intervention,Normal,76.50436221,11.7809007,45.64598971
Control,Dyslexia,91.14284784,11.99810369,47.74306656
Intervention,Dyslexia,76.62641495,9.622916853,35.84126418
Control,Dyslexia,77.58001544,4.356530899,36.16581372
Control,Dyslexia,76.07918408,7.463685655,35.51645498
Intervention,Normal,73.14320045,7.136073364,41.40704694
Control,Normal,100.6922122,4.895013827,52.70567116
Control,Dyslexia,112.5127298,13.67722695,52.36663225
Intervention,Normal,103.9851361,16.58506628,57.84168963
Intervention,Dyslexia,93.47493579,4.911984079,41.91844976
Control,Normal,77.81378888,8.314360416,31.65336039
Intervention,Normal,110.5162262,12.35442211,55.15796472
Intervention,Dyslexia,99.80982352,13.33140205,45.12071036
Intervention,Dyslexia,57.033313,8.021356431,26.8949679
Intervention,Normal,100.982279,10.97923415,57.30096467
Control,Dyslexia,73.13210048,11.3270525,44.80099972
Intervention,Dyslexia,87.38413733,9.804525095,39.98881995
Control,Dyslexia,60.21963232,7.943886079,28.5191481
Control,Dyslexia,102.1644816,11.22837641,53.11023962
Control,Normal,80.4340866,8.404913662,39.02437671
Intervention,Dyslexia,59.28295262,4.369852011,46.0280795
Control,Dyslexia,84.15095662,6.395352014,38.53970577
Control,Normal,86.86610112,6.065785603,48.33889727
Control,Dyslexia,62.17972266,7.114050368,25.09156325
Intervention,Dyslexia,99.59442281,12.67163056,50.44425548
Control,Dyslexia,62.55202928,11.08652849,42.98654854
Intervention,Dyslexia,80.76054958,11.07769502,46.77366059
Control,Dyslexia,70.3984171,11.04693838,23.44019902
Control,Dyslexia,78.11983522,8.577572588,30.67172423
Control,Normal,90.35331314,7.396412809,41.57247584
Intervention,Dyslexia,81.55151444,5.898689853,36.59426243
Control,Normal,105.3743254,10.37709493,56.2583781
Control,Normal,99.41047229,12.75059134,59.66374147
Control,Normal,95.41194194,9.526370359,44.67953748
Intervention,Normal,92.16170184,11.78959862,48.63895782
Intervention,Dyslexia,83.16023206,12.86210917,53.50419427
Control,Dyslexia,80.12751737,7.166627867,43.27862962
Intervention,Normal,111.2312431,8.666314743,51.88999967
Control,Dyslexia,80.97373584,0.577665559,26.0769248
Intervention,Dyslexia,81.40382547,10.35923884,39.90963132
Intervention,Dyslexia,86.0852384,7.692863647,46.41061833
Control,Dyslexia,98.59942392,9.483471443,46.26471335
Control,Normal,113.4357545,14.47562782,68.51900982
Control,Normal,88.54624485,10.95455738,60.28078653
Control,Normal,93.89464899,10.33455835,48.43144877
Control,Dyslexia,53.02049221,10.37655323,33.14381615
Control,Normal,119.1895435,10.70699026,54.69517862
Control,Normal,101.9623197,9.241630794,47.72936381
Intervention,Dyslexia,108.05582,12.39924508,49.1456499
Intervention,Normal,112.0118683,14.73720178,59.28122891
Intervention,Dyslexia,56.887819,4.899965899,22.55651085
Control,Dyslexia,64.83816715,3.686668998,18.75726075
Control,Dyslexia,72.44886412,9.835555599,26.05591072
Intervention,Dyslexia,83.6223167,8.732390728,41.1905411
Intervention,Dyslexia,92.82143829,14.15901202,41.85730923
Control,Normal,96.10315774,8.094352768,44.73938058
Control,Dyslexia,61.36506761,1.134094752,28.5911844
Control,Normal,77.89890674,5.288970032,45.08672904
Intervention,Dyslexia,81.3673112,12.31406154,44.57952182
Control,Dyslexia,81.79367224,8.584549928,51.61749813
Intervention,Dyslexia,97.16599822,8.826391919,36.87523426
Control,Normal,92.14962382,7.856001338,46.78246452
Intervention,Dyslexia,78.11568524,11.1042478,37.2366544
Intervention,Dyslexia,69.42864509,8.314266123,38.81919688
Control,Dyslexia,80.39445391,12.28491773,41.5147312
Intervention,Dyslexia,63.89807426,5.494115192,39.04572341
Intervention,Normal,67.94496713,11.09048783,46.75618489
Intervention,Dyslexia,86.04879417,14.80357055,48.4235193
Control,Normal,96.50449683,10.94367262,59.79487075
Intervention,Normal,89.14904028,9.583688786,50.97972418
Control,Normal,113.1159286,8.214217848,47.24858407
Intervention,Normal,84.8589864,9.285028587,51.07069972
Intervention,Normal,97.73301012,10.74191314,53.50639125
Control,Dyslexia,65.65434745,2.553192017,32.06904691
Intervention,Dyslexia,82.0898373,11.57515394,48.29756304
Intervention,Dyslexia,81.0910941,13.86799287,45.93090208
Control,Dyslexia,85.88896772,12.48081423,46.44094809
Intervention,Dyslexia,98.48766713,8.85827158,46.42143177
Control,Dyslexia,76.20925386,4.061546757,47.04601612
Intervention,Dyslexia,70.96679875,11.34656538,41.01812181
Intervention,Normal,100.159762,9.17452318,49.47247565
Control,Dyslexia,79.4090716,4.525930892,31.52516106
Intervention,Dyslexia,70.38190612,1.04423499,33.34180519
Intervention,Dyslexia,84.45621172,11.08185976,42.30425676
Intervention,Normal,118.7208687,17.61138084,75.43574978
Control,Normal,91.01802901,7.793376067,46.77788816
Intervention,Dyslexia,71.05790531,6.082978749,42.97288897
Intervention,Normal,106.5855169,10.2585742,58.65625677
Intervention,Dyslexia,96.30328016,10.13902485,44.61640649
Intervention,Dyslexia,84.06921758,13.0134863,43.11557775
Intervention,Normal,96.63384794,9.532975527,44.15619132
Control,Normal,88.03733457,4.530239173,43.75276867
Control,Dyslexia,93.64153823,10.30945376,43.21603352
Control,Dyslexia,87.9830085,5.977732747,40.3715911
Intervention,Normal,75.06371708,9.09688713,37.06679541
Control,Normal,93.8304813,11.22982998,40.82772788
Control,Normal,110.0333501,12.29395573,63.74485118
Control,Dyslexia,86.2058737,10.84576244,38.84131295
Control,Normal,83.2150378,8.22774586,41.27986686
Intervention,Normal,93.02589643,17.22994357,59.02733966
Control,Normal,108.2738755,11.94779942,59.11997834
Intervention,Normal,94.27392876,10.24443814,48.59798987
Intervention,Normal,105.246703,10.57991491,51.20188901
Intervention,Normal,109.7277706,14.34306597,70.44380931
Intervention,Dyslexia,103.8761833,11.05271688,54.59926708
Intervention,Normal,100.5007854,10.31142772,57.22800817
Intervention,Normal,95.79711979,8.526982264,56.45610833
Control,Dyslexia,98.16101752,8.016066903,48.47769251
Intervention,Normal,107.1975745,10.01675415,49.72474885
Intervention,Dyslexia,97.92018866,11.44621404,46.31882807
Control,Normal,123.7698577,12.67363444,62.50121599
Control,Dyslexia,75.37007268,1.128256301,42.16899548
Control,Dyslexia,69.56480548,3.917839608,27.78395193
Control,Normal,109.1425459,13.88201151,58.10293895
Intervention,Dyslexia,96.2200469,10.13893103,54.71673149
Intervention,Normal,94.28093492,12.5821015,54.68789345
Intervention,Dyslexia,91.56952924,7.171249768,47.33773492
Intervention,Normal,99.96301179,13.63270879,62.69988335
Intervention,Normal,93.07516471,12.21351889,49.90317095
Intervention,Dyslexia,90.82331047,11.25024575,52.81968164
Control,Normal,107.6757778,8.404692312,51.71173403
Control,Dyslexia,63.51243995,5.978029329,36.38518593
Control,Dyslexia,73.45162773,10.40532946,36.59682524
Control,Dyslexia,56.71055729,6.013198209,36.97480702
Control,Dyslexia,72.15170886,8.338863154,43.96793364
Intervention,Dyslexia,73.90867842,10.46526906,38.5256948
Control,Normal,92.57013401,5.59524388,55.40302693
Intervention,Dyslexia,98.98115345,11.31434177,61.45641662
Intervention,Dyslexia,95.49222776,13.91051867,56.01287988
Control,Dyslexia,67.75950907,7.891016763,36.03983676
Intervention,Dyslexia,83.36156032,5.006548394,44.47386234
Control,Normal,80.02002601,9.504805856,40.14019783
Intervention,Dyslexia,64.81354725,7.334831702,35.47580031
Control,Dyslexia,89.92182823,16.54635871,57.03785446
Control,Dyslexia,51.74848619,4.71848618,27.15013484
Control,Normal,102.7602706,5.268406377,46.55180372
Intervention,Dyslexia,98.64079781,12.56803502,39.84096872
Control,Dyslexia,80.55573206,8.475400896,42.72856217
Intervention,Normal,71.48685441,9.963747561,37.54225014
Control,Dyslexia,65.62139029,9.048495814,39.98312106
Intervention,Dyslexia,65.70487652,4.178174281,32.14320135
Intervention,Dyslexia,82.01500043,9.594956084,35.76682403
Control,Dyslexia,73.87887478,8.579441638,31.90549418
Control,Normal,107.4757171,9.962795802,55.13003065
Intervention,Normal,78.80576723,8.647808936,38.30717451
Control,Normal,102.6201843,8.375819539,52.63276128
Intervention,Normal,102.2686926,12.65920541,57.67038766
Control,Dyslexia,87.74726288,12.88859035,44.57135036
Control,Dyslexia,75.56837809,7.826261738,36.28732767
Intervention,Normal,92.80724366,2.543089851,53.13538126
Intervention,Normal,97.06787576,9.437967752,54.0036831
Control,Dyslexia,83.22591645,5.935251519,37.53070159
Intervention,Dyslexia,75.79010089,5.873244127,33.91110936
Intervention,Dyslexia,84.93654038,10.79168804,49.89505554
Control,Dyslexia,88.25853439,7.937862076,50.25920315
Control,Dyslexia,86.34093454,7.704518489,41.73266503
Intervention,Normal,109.6672298,10.67064219,60.10275488
Control,Normal,94.03301423,10.09080647,51.25966001
Intervention,Normal,100.1761894,15.72510965,52.36392746
Control,Normal,95.15666205,9.327385227,53.82968495
Intervention,Normal,94.75334095,10.43074749,52.76611389
Control,Dyslexia,78.94673678,12.57628878,52.19767536
Control,Dyslexia,73.19133321,5.068499972,39.96154677
Intervention,Normal,106.9370149,10.55090717,61.12545548
Control,Normal,115.565175,18.50168627,75.80086357
Control,Normal,99.33426293,10.30692132,50.23123106
Control,Dyslexia,71.24743038,7.957917128,40.37258307
Intervention,Dyslexia,67.20877336,6.100404071,23.0530506
Control,Dyslexia,76.43249799,8.73567211,40.75969276
Intervention,Dyslexia,81.04394107,10.89738111,35.23174754
Control,Dyslexia,90.8913129,11.44629894,45.73159717
Control,Dyslexia,90.43233226,7.571479804,37.46427774
Intervention,Normal,108.9681891,14.30192641,59.33203194
Intervention,Dyslexia,101.9460553,12.64644415,48.55035049
Control,Dyslexia,95.36257117,8.875997151,54.59450394
Intervention,Normal,91.9013784,8.010377758,48.4497308
Control,Dyslexia,78.88547079,9.52120177,36.98630551
Control,Normal,103.8620491,12.67116547,52.7371172
Intervention,Normal,79.81927473,7.323062952,43.40189931
Intervention,Dyslexia,88.07245294,11.38413616,35.82215582
Control,Normal,115.5964133,10.65031329,57.52172869
Intervention,Normal,89.61278763,11.64893996,52.44582997
Intervention,Dyslexia,88.57040576,7.314436913,42.86636283
Control,Normal,115.6160415,9.652702517,60.29046274
Control,Normal,108.6648276,14.84314955,63.3325055
Control,Normal,99.91374366,9.187015982,50.76927053
Intervention,Normal,97.93198102,12.55826665,53.90290901
Intervention,Normal,99.20348646,13.37379745,52.79047916
Intervention,Normal,108.8092437,9.894987749,52.44136469
Control,Dyslexia,95.07510592,13.63437999,54.40565258
Control,Normal,112.2967707,11.50514833,52.43578882
Control,Normal,106.1131635,4.394947093,55.22253714
Control,Dyslexia,62.0432111,2.842889171,30.65683145
Intervention,Dyslexia,87.40561455,9.209076255,38.29174705
Control,Dyslexia,74.13441346,4.992601987,37.41282994
Control,Normal,91.00219235,9.214959805,45.64045678
Control,Dyslexia,79.32945415,8.941470182,37.93924956
Control,Normal,124.7763046,11.13614738,56.68104264
Intervention,Dyslexia,102.0390313,7.276057944,47.04681157
Control,Dyslexia,66.24547899,5.241151941,33.70996578
Intervention,Normal,97.74707545,9.989736239,42.36413481
Control,Normal,108.3879541,4.894627828,44.64250364
Intervention,Dyslexia,75.09444296,5.595133749,42.24186975
Control,Normal,112.8500459,12.89814861,62.11036008
Intervention,Dyslexia,96.24142138,11.99982525,39.95314522
Control,Dyslexia,79.00103724,7.562387367,31.45430686
Intervention,Dyslexia,82.96413697,13.94673897,44.54653233
Control,Dyslexia,64.4299822,7.199147689,37.39404011
Intervention,Normal,87.61700286,11.6188759,51.79232343
Intervention,Normal,103.5345695,12.98805298,60.3041175
Control,Dyslexia,86.37778848,12.67097092,41.59565459
Intervention,Normal,120.6168897,11.70908412,62.88436655
Intervention,Dyslexia,91.41399595,4.960182401,37.41282162
Control,Normal,98.38059643,8.511204939,43.23087661
Intervention,Dyslexia,80.11819875,8.215182224,48.18837152
Intervention,Dyslexia,86.75366264,11.08448291,52.66806516
Intervention,Dyslexia,101.6736558,14.3589637,56.8194839
Intervention,Normal,111.8610089,15.472361,65.91722289
Control,Dyslexia,87.31307178,8.818985105,36.96860338
Control,Dyslexia,100.9812764,10.36696497,55.30403646
Control,Dyslexia,100.0068131,13.24145391,62.13093885
Control,Normal,133.3078555,12.54918972,57.94358563
Intervention,Normal,104.0911842,14.9718148,63.40549934
Control,Dyslexia,72.64752634,8.278634208,41.7321247
Intervention,Dyslexia,97.12168705,12.70155509,54.29548592
Intervention,Normal,84.89213026,11.86462463,64.51960491
Control,Dyslexia,67.82751137,5.558785647,25.74575287
Intervention,Dyslexia,65.41969869,4.652020763,49.00149488
Control,Normal,92.50678862,9.964625132,44.4032198
Control,Normal,93.23443682,13.4872547,44.86127821
Intervention,Normal,99.3432481,11.76507817,63.68147597
Control,Dyslexia,82.17340918,3.146424426,39.82343314
Intervention,Normal,90.02684332,9.913050377,52.9126101
Intervention,Dyslexia,89.21694349,10.32780426,41.06880251
Intervention,Dyslexia,95.19932049,8.839642945,46.59683598
Intervention,Dyslexia,111.0429687,12.23331238,59.92264437
Control,Normal,102.7463672,14.64424082,59.83379706
Control,Dyslexia,84.44293231,6.734645298,43.86250996
Control,Normal,105.1234908,8.547242357,50.21251823
Intervention,Normal,93.34092313,9.009525253,54.20104677
Control,Dyslexia,80.35876966,6.48767,38.25070669
Intervention,Normal,114.8518023,14.60318034,71.29078937
Control,Normal,91.64340728,12.24068598,43.01958543
Control,Normal,108.2293054,11.41342519,53.29010603
Control,Normal,85.7018574,6.449331755,46.31655283
Control,Normal,141.4399035,14.86764301,77.54106909
Intervention,Normal,85.40337777,7.922992571,51.12231407
Intervention,Normal,112.4688558,15.00573722,67.05205985
Intervention,Normal,79.63771512,12.59111989,40.35179932
Control,Dyslexia,86.05437152,10.32716441,48.1349829
Control,Normal,100.7342813,11.17255866,58.18155441
Control,Normal,107.7994887,17.61082021,62.44643073
Intervention,Dyslexia,88.35552463,7.694286057,39.89460366
Control,Normal,117.0096946,12.69441485,56.16085384
Intervention,Normal,113.7818448,11.95605955,53.69035794
Control,Dyslexia,73.93361263,7.632776081,34.35482426
Control,Dyslexia,78.76189321,10.19975268,30.44273739
Intervention,Normal,93.11076446,10.27039086,55.03678298
Intervention,Normal,99.0848672,14.58928012,62.18491286
Intervention,Normal,95.63173785,12.25455737,56.75524721
Control,Normal,93.12639475,9.362898755,53.95358887
Control,Normal,112.9493594,13.0890906,48.68435634
Control,Normal,78.46609275,9.540891059,42.07928811
Control,Dyslexia,75.62539528,8.655295042,40.84482519
Intervention,Normal,81.94569716,5.841925483,51.41251201
Control,Dyslexia,90.43886696,6.064847316,32.52959073
Control,Normal,108.3317313,9.248529603,48.87521358
Intervention,Normal,82.25272433,9.867950685,46.08607449
Control,Normal,104.3012182,9.174046249,51.78157271
Control,Dyslexia,87.34037782,8.184355674,37.28471984
Control,Normal,95.13461079,5.643116533,50.85572275
Intervention,Dyslexia,83.34782219,10.45239431,42.4893183
Control,Dyslexia,97.75906342,9.213680458,49.49983807
Control,Normal,101.3629789,16.00223646,61.82681274
Intervention,Dyslexia,69.53181812,13.65713676,43.05670351
Control,Dyslexia,74.48091562,8.244970557,41.6146396
Control,Dyslexia,65.1289916,5.12873751,35.76132415
Control,Normal,96.79959974,6.944396447,44.08612867
Control,Normal,87.44424036,8.284968026,48.44695831
Intervention,Dyslexia,94.80936647,14.46653086,56.38809313
Control,Dyslexia,61.77680776,6.935977548,35.10009722
Control,Normal,107.4139325,16.33286587,52.58505406
